# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	0.000000000000000000e+00
54	0.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	0.000000000000000000e+00
58	0.000000000000000000e+00
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	0.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	0.000000000000000000e+00
65	0.000000000000000000e+00
66	0.000000000000000000e+00
67	0.000000000000000000e+00
68	0.000000000000000000e+00
69	0.000000000000000000e+00
70	0.000000000000000000e+00
71	0.000000000000000000e+00
72	0.000000000000000000e+00
73	0.000000000000000000e+00
74	0.000000000000000000e+00
75	2.325581395348837177e-01
76	1.162790697674418589e-01
77	2.325581395348837177e-01
78	1.162790697674418589e-01
79	0.000000000000000000e+00
80	0.000000000000000000e+00
81	0.000000000000000000e+00
82	0.000000000000000000e+00
83	1.162790697674418589e-01
84	0.000000000000000000e+00
85	1.162790697674418589e-01
86	2.325581395348837177e-01
87	0.000000000000000000e+00
88	1.162790697674418589e-01
89	1.162790697674418589e-01
90	2.325581395348837177e-01
91	3.488372093023255904e-01
92	0.000000000000000000e+00
93	0.000000000000000000e+00
94	1.162790697674418589e-01
95	4.651162790697674354e-01
96	0.000000000000000000e+00
97	1.162790697674418589e-01
98	1.162790697674418589e-01
99	1.162790697674418589e-01
100	0.000000000000000000e+00
101	2.325581395348837177e-01
102	0.000000000000000000e+00
103	1.162790697674418589e-01
104	0.000000000000000000e+00
105	1.162790697674418589e-01
106	2.325581395348837177e-01
107	0.000000000000000000e+00
108	1.162790697674418589e-01
109	0.000000000000000000e+00
110	1.162790697674418589e-01
111	1.162790697674418589e-01
112	0.000000000000000000e+00
113	2.325581395348837177e-01
114	1.162790697674418589e-01
115	0.000000000000000000e+00
116	0.000000000000000000e+00
117	2.325581395348837177e-01
